timestamp,id,data,values
1650198283,-1,,
1650198283,35,f57ead87ffb24002,SteeringAng=-2.4375
1650198283,16,28999bca008884,BrkPed=0.392157
1650198283,23,60990818118c2312,WheelVelR=4.488. WheelVelL=4.492
1650198283,36,6e179849008ff65c,LatAcc=0.125. LongAcc=-0.3125
1650198283,37,11948949ff68e0,YawRate=-0.456
1650198283,49,a7df08272a9900,TrnsShft=4.0
1650198283,35,d8ca9ce8ffb24007,SteeringAng=-2.4375
1650198283,16,621e48ac008886,BrkPed=0.392157
1650198283,23,52a3d0b91190231b,WheelVelR=4.492. WheelVelL=4.496
1650198283,36,97a13d0a00cff850,LatAcc=0.1875. LongAcc=-0.25
1650198283,37,6ba8774aff7080,YawRate=-0.432
1650198283,35,3e6939a9ffb25ffc,SteeringAng=-2.4375
1650198283,49,e12030c92a9d00,TrnsShft=4.0
1650198283,16,4ef0eecd008880,BrkPed=0.392157
1650198283,23,334a99da11942320,WheelVelR=4.496. WheelVelL=4.5
1650198283,36,b2fe9a0b00cffa54,LatAcc=0.1875. LongAcc=-0.1875
1650198283,37,a6031a2bff70a0,YawRate=-0.432
1650198283,16,0a5809ae008882,BrkPed=0.392157
1650198283,35,e8afc52affb24001,SteeringAng=-2.4375
1650198283,36,35d639cd008ffa58,LatAcc=0.125. LongAcc=-0.1875
1650198283,23,e598db5b11942311,WheelVelR=4.488. WheelVelL=4.5
1650198283,37,ef32574dff70c0,YawRate=-0.432
1650198283,49,0d12dc8a2a9100,TrnsShft=4.0
1650198283,553,b5713e1514c802,VehSpd
1650198283,35,09d42f4bffb24002,SteeringAng=-2.4375
1650198283,16,34ec284f008884,BrkPed=0.392157
1650198283,23,c3bf339c118c2312,WheelVelR=4.488. WheelVelL=4.492
1650198283,36,9f20088e008ffa5c,LatAcc=0.125. LongAcc=-0.1875
1650198283,37,96b19bceff70e0,YawRate=-0.432
1650198283,608,0cb9400000200000,ThrPstn=0.392157
1650198283,49,4b894c4b2a9500,TrnsShft=4.0
1650198283,35,452c680cffb24007,SteeringAng=-2.4375
1650198283,16,fa6e3e30008886,BrkPed=0.392157
1650198283,23,cb8ba99d11942313,WheelVelR=4.488. WheelVelL=4.5
1650198283,36,b3d724ef008ffa50,LatAcc=0.125. LongAcc=-0.1875
1650198283,37,c9e3c9efff7080,YawRate=-0.432
1650198283,49,dcba4dcc2a9900,TrnsShft=4.0
1650198283,35,5680a24dffb24004,SteeringAng=-2.4375
1650198283,16,e7c741d1008880,BrkPed=0.392157
1650198283,23,7c32ac3e118c2310,WheelVelR=4.488. WheelVelL=4.492
1650198283,36,393f3f7000cff854,LatAcc=0.1875. LongAcc=-0.25
1650198283,37,7ae9b6b0ff80a0,YawRate=-0.384
1650198283,35,e75ad3eeffb24001,SteeringAng=-2.4375
1650198283,16,3656a892008882,BrkPed=0.392157
1650198283,49,f17f0fcd2a9d00,TrnsShft=4.0
1650198283,23,d02059ff118c2311,WheelVelR=4.488. WheelVelL=4.492
1650198283,36,acabde71010ff858,LatAcc=0.25. LongAcc=-0.25
1650198283,37,c77d58f1ff80c0,YawRate=-0.384
1650198283,16,66c86c73008884,BrkPed=0.392157
1650198283,35,373ad3efffb05ffe,SteeringAng=-2.5
1650198283,23,7728e56011902312,WheelVelR=4.488. WheelVelL=4.496
1650198283,36,457af45200cff85c,LatAcc=0.1875. LongAcc=-0.25
1650198283,37,877e7832ff80e0,YawRate=-0.384
1650198283,49,cb6294ce2a9100,TrnsShft=4.0
1650198283,35,49b3b5b0ffb24003,SteeringAng=-2.4375
1650198283,16,78e264f4008886,BrkPed=0.392157
1650198283,23,b4672b211190231b,WheelVelR=4.492. WheelVelL=4.496
1650198283,36,170ba3f3008ff850,LatAcc=0.125. LongAcc=-0.25
1650198283,37,1bb92cb3ff7880,YawRate=-0.408
1650198283,49,7bc36ccf2a9500,TrnsShft=4.0
1650198283,35,829af692ffb05ffc,SteeringAng=-2.5
1650198283,16,48a12195008880,BrkPed=0.392157
1650198283,23,5459c9a311942318,WheelVelR=4.492. WheelVelL=4.5
1650198283,36,7aee65d4008ff854,LatAcc=0.125. LongAcc=-0.25
1650198283,37,6bc1ad94ff70a0,YawRate=-0.432
1650198283,49,ec070c502a9900,TrnsShft=4.0
1650198283,35,39d714b3ffb05ffd,SteeringAng=-2.5
1650198283,16,52a507d6008882,BrkPed=0.392157
1650198283,23,e99bb10411902319,WheelVelR=4.492. WheelVelL=4.496
1650198283,36,9df4d81500cffa58,LatAcc=0.1875. LongAcc=-0.1875
1650198283,37,30d57715ff78c0,YawRate=-0.408
1650198283,35,9aac89f4ffb04006,SteeringAng=-2.5
1650198283,16,ef46d2b7008884,BrkPed=0.392157
1650198283,49,4ee510f12a9d00,TrnsShft=4.0
1650198283,23,816049c51184231a,WheelVelR=4.492. WheelVelL=4.484
1650198283,36,8392a31600cffa5c,LatAcc=0.1875. LongAcc=-0.1875
1650198283,37,dac58856ff90e0,YawRate=-0.336
1650198283,16,39a88c58008886,BrkPed=0.392157
1650198283,35,17e9d335ffb05ffb,SteeringAng=-2.5
1650198283,23,747649661188231b,WheelVelR=4.492. WheelVelL=4.488
1650198283,36,8f5fa73700cff850,LatAcc=0.1875. LongAcc=-0.25
1650198283,37,08c394f7ffa080,YawRate=-0.288
1650198283,49,75b2d4922a9100,TrnsShft=4.0
1650198283,553,081157d614ca04,VehSpd=41.578125
1650198283,35,5caee7d6ffb05ffc,SteeringAng=-2.5
1650198283,16,0a7cc999008880,BrkPed=0.392157
1650198283,23,057aaba711802310,WheelVelR=4.488. WheelVelL=4.48
1650198283,36,d5c25b7800cff854,LatAcc=0.1875. LongAcc=-0.25
1650198283,37,ec132d58ff90a0,YawRate=-0.336
1650198283,608,0cb9400000200000,ThrPstn=0.392157
1650198283,49,c1ed55732a9500,TrnsShft=4.0
1650198283,35,c009e137ffae5ff9,SteeringAng=-2.5625
1650198283,16,2aa5acfa008882,BrkPed=0.392157
1650198283,23,8f0d0fc811882311,WheelVelR=4.488. WheelVelL=4.488
1650198283,36,c24ac3d9008ff858,LatAcc=0.125. LongAcc=-0.25
1650198283,37,bcdef079ff70c0,YawRate=-0.432
1650198283,49,861fd3942a9900,TrnsShft=4.0
1650198283,35,d73602b8ffae5ff6,SteeringAng=-2.5625
1650198283,554,d96d744d14c8c0,VSANDP_VehSpdAvgNDrvnAuth=41.5625
1650198283,16,8e9d4b5b008884,BrkPed=0.392157
1650198283,23,80820229118c2322,WheelVelR=4.496. WheelVelL=4.492
1650198283,36,3bf67a7a004ffa5c,LatAcc=0.0625. LongAcc=-0.1875
1650198283,37,b954347aff48e0,YawRate=-0.552
1650198283,35,94fcc319ffae5fff,SteeringAng=-2.5625
1650198283,16,79f109fd008886,BrkPed=0.392157
1650198283,49,467d0bf52a9d00,TrnsShft=4.0
1650198283,23,b07dc3ca11882313,WheelVelR=4.488. WheelVelL=4.488
1650198283,36,dcf8cdbb004ffa50,LatAcc=0.0625. LongAcc=-0.1875
1650198283,37,7898ecfbff3080,YawRate=-0.624
1650198283,16,853eb2fe008880,BrkPed=0.392157
1650198283,35,11ddf9faffac5ffc,SteeringAng=-2.625
1650198283,23,f67c6f6b118c2320,WheelVelR=4.496. WheelVelL=4.492
1650198283,36,98a9fc9c004ff854,LatAcc=0.0625. LongAcc=-0.25
1650198283,37,518b169cff30a0,YawRate=-0.624
1650198283,49,be5e00f62a9100,TrnsShft=4.0
1650198283,16,06e2d03f008882,BrkPed=0.392157
1650198283,35,53c15f9bffac5ffd,SteeringAng=-2.625
1650198283,23,8a4d598c11842329,WheelVelR=4.5. WheelVelL=4.484
1650198283,36,6ca602fe004ff858,LatAcc=0.0625. LongAcc=-0.25
1650198283,37,de3538feff48c0,YawRate=-0.552
1650198283,49,bb998dd72a9500,TrnsShft=4.0
1650198283,644,82980817a170,SPMP_SysPwrModeAuth=4.0
1650198283,35,5effe73cffaa5ffa,SteeringAng=-2.6875
1650198283,16,16d74460008884,BrkPed=0.392157
1650198283,23,aa6560cd118c2312,WheelVelR=4.488. WheelVelL=4.492
1650198283,36,732634bf008ff65c,LatAcc=0.125. LongAcc=-0.3125
1650198283,37,56d4d6dfff58e0,YawRate=-0.504
1650198283,49,e1aadc182a9900,TrnsShft=4.0
1650198283,35,74b9d87dffa85ffb,SteeringAng=-2.75
1650198283,16,8511caa1008886,BrkPed=0.392157
1650198283,23,60b1682e118c232b,WheelVelR=4.5. WheelVelL=4.492
1650198283,36,35b39ca0008ff650,LatAcc=0.125. LongAcc=-0.3125
1650198283,37,ed18bf80ff6080,YawRate=-0.48
1650198283,35,c63720feffa85ff0,SteeringAng=-2.75
1650198283,16,6b2136c2008880,BrkPed=0.392157
1650198283,49,da3f897a2a9d00,TrnsShft=4.0
1650198283,23,c433fd8f118c2310,WheelVelR=4.488. WheelVelL=4.492
1650198283,36,612446e1008ffa54,LatAcc=0.125. LongAcc=-0.1875
1650198283,37,48743821ff50a0,YawRate=-0.528
1650198283,16,76dd8ec3008882,BrkPed=0.392157
1650198283,35,7be3e9bfffa85fed,SteeringAng=-2.75
1650198283,23,9e7941b0118c2319,WheelVelR=4.492. WheelVelL=4.492
1650198283,36,39a8d142008ffc58,LatAcc=0.125. LongAcc=-0.125
1650198283,37,cf822522ff48c0,YawRate=-0.552
1650198283,49,1f0292bb2a9100,TrnsShft=4.0
1650198283,553,cbc51b5714ca06,VehSpd=41.578125
1650198283,35,965808a0ffa85ff2,SteeringAng=-2.75
1650198283,16,eb575ec4008884,BrkPed=0.392157
1650198283,23,9f904ad1118c231a,WheelVelR=4.492. WheelVelL=4.492
1650198283,36,a2b78743004ffc5c,LatAcc=0.0625. LongAcc=-0.125
1650198283,37,1644bec3ff48e0,YawRate=-0.552
1650198283,608,0cb9400000200000,ThrPstn=0.392157
1650198283,49,e7fbc8fc2a9500,TrnsShft=4.0
1650198283,35,777a2a61ffa65ff7,SteeringAng=-2.8125
1650198283,16,45c55da5008886,BrkPed=0.392157
1650198283,23,d67a97f2118c2303,WheelVelR=4.48. WheelVelL=4.492
1650198283,36,2cf1d0c4004ffa50,LatAcc=0.0625. LongAcc=-0.1875
1650198283,37,e37adee4ff5080,YawRate=-0.528
1650198283,49,ba67897d2a9900,TrnsShft=4.0
1650198283,35,4bea8023ffa45ff0,SteeringAng=-2.875
1650198283,16,f2bd14e6008880,BrkPed=0.392157
1650198283,23,0909fd7411882310,WheelVelR=4.488. WheelVelL=4.488
1650198283,36,87271f05008ff854,LatAcc=0.125. LongAcc=-0.25
1650198283,37,fafdcee5ff68a0,YawRate=-0.456
1650198283,35,655a7344ffa05ff5,SteeringAng=-3.0
1650198283,49,61ef381e2a9d00,TrnsShft=4.0
1650198283,16,69ed95c7008882,BrkPed=0.392157
1650198283,23,253066d511842309,WheelVelR=4.484. WheelVelL=4.484
1650198283,36,a47382c600cff658,LatAcc=0.1875. LongAcc=-0.3125
1650198283,37,4070d4a6ff70c0,YawRate=-0.432
1650198283,35,c5bf75c5ff9c5ff6,SteeringAng=-3.125
1650198283,16,f5613008008884,BrkPed=0.392157
1650198283,23,55b683561188230a,WheelVelR=4.484. WheelVelL=4.488
1650198283,36,92c947a700cff65c,LatAcc=0.1875. LongAcc=-0.3125
1650198283,37,24a196a7ff70e0,YawRate=-0.432
1650198283,49,dd481c1f2a9100,TrnsShft=4.0
1650198283,35,be1dba26ff9c5fef,SteeringAng=-3.125
1650198283,16,b35a54a9008886,BrkPed=0.392157
1650198283,23,eba302371188231b,WheelVelR=4.492. WheelVelL=4.488
1650198283,36,14a3a0e8008ff650,LatAcc=0.125. LongAcc=-0.3125
1650198283,37,745621c8ff7080,YawRate=-0.432
1650198283,49,14ac4ac02a9500,TrnsShft=4.0
1650198283,35,37885827ff9a5fe8,SteeringAng=-3.1875
1650198283,16,3a482fca008880,BrkPed=0.392157
1650198283,23,de5a187811902300,WheelVelR=4.48. WheelVelL=4.496
1650198283,36,89411be9004ff854,LatAcc=0.0625. LongAcc=-0.25
1650198283,37,0edcad09ff68a0,YawRate=-0.456
1650198283,49,41317c812a9900,TrnsShft=4.0
1650198283,35,3b91d848ff985ffd,SteeringAng=-3.25
1650198283,16,899ba50b008882,BrkPed=0.392157
1650198283,23,9965f5f9118c2311,WheelVelR=4.488. WheelVelL=4.492
1650198283,36,dba2438a000ffa58,LatAcc=0.0. LongAcc=-0.1875
1650198283,37,71e27c0aff60c0,YawRate=-0.48
1650198283,35,232690a9ff965ffe,SteeringAng=-3.3125
1650198283,16,64b1c84c008884,BrkPed=0.392157
1650198283,49,5978d3022a9d00,TrnsShft=4.0
1650198283,23,08fd5eda118c230a,WheelVelR=4.484. WheelVelL=4.492
1650198283,36,c2f8898b000ffa5c,LatAcc=0.0. LongAcc=-0.1875
1650198283,37,fe207ccbff58e0,YawRate=-0.504
1650198283,35,9827544aff944003,SteeringAng=-3.375
1650198283,16,e9ba37ce008886,BrkPed=0.392157
1650198283,23,c85ab53b11882313,WheelVelR=4.488. WheelVelL=4.488
1650198283,36,bae1436c004ffa50,LatAcc=0.0625. LongAcc=-0.1875
1650198283,37,3e8b734cff6080,YawRate=-0.48
1650198283,49,2c2e7d832a9100,TrnsShft=4.0
1650198283,553,f6a842f814ca00,VehSpd=41.578125
1650198283,35,bab8a88bff944004,SteeringAng=-3.375
1650198283,16,20589f0f008880,BrkPed=0.392157
1650198283,23,70dea07c11802310,WheelVelR=4.488. WheelVelL=4.48
1650198283,36,b754758d004ff854,LatAcc=0.0625. LongAcc=-0.25
1650198283,37,333b62adff60a0,YawRate=-0.48
1650198283,608,0cb9400000200000,ThrPstn=0.392157
1650198283,49,a60019842a9500,TrnsShft=4.0
1650198283,35,c0f8e20cff924001,SteeringAng=-3.4375
1650198283,16,ab14e2f0008882,BrkPed=0.392157
1650198283,23,ba66df7d118c2311,WheelVelR=4.488. WheelVelL=4.492
1650198283,36,4c61adcf008ff858,LatAcc=0.125. LongAcc=-0.25
1650198283,37,2a41ec8fff58c0,YawRate=-0.504
1650198283,49,27f212052a9900,TrnsShft=4.0
1650198283,35,59bf408dff925ffa,SteeringAng=-3.4375
1650198283,16,fa0efab1008884,BrkPed=0.392157
1650198283,23,be19d69e1188231a,WheelVelR=4.492. WheelVelL=4.488
1650198283,36,59715b3000cff85c,LatAcc=0.1875. LongAcc=-0.25
1650198283,37,7a399890ff50e0,YawRate=-0.528
1650198283,35,f03a934eff925ffb,SteeringAng=-3.4375
1650198283,16,cb8297b2008886,BrkPed=0.392157
1650198283,49,7eae69a62a9d00,TrnsShft=4.0
1650198283,23,59f7fa1f11802323,WheelVelR=4.496. WheelVelL=4.48
1650198283,36,4e081a91008ff850,LatAcc=0.125. LongAcc=-0.25
1650198283,37,c6a8f971ff4880,YawRate=-0.552
1650198283,35,274c89cfff925ffc,SteeringAng=-3.4375
1650198283,16,ddcf07b3008880,BrkPed=0.392157
1650198283,23,857218a011842308,WheelVelR=4.484. WheelVelL=4.484
1650198283,36,4c491b72008ffa54,LatAcc=0.125. LongAcc=-0.1875
